APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
N,14237,42,1,0,V5P4K1,1,0,0,384.025,1672.166667,4704.99,6216.168333,,0,0,1.25,3.916666667,2.083333333,1.416666667,1.5,0,4.4,-2,-2,C,940,390,1538,21502.12766,2781.25
N,14241,31,0,1,V3K3Z7,1,0,4.0675,0,52.62,,130.8216667,,0,0,0.416666667,0.166666667,0.166666667,0,0,0,4,0,0,D,530,180,1011,26900,3151.851852
Y,14246,31,1,0,V3W7S5,1,1,0,2518.144167,2625.634167,,3299.291667,185150.4433,0,0,1.25,1.666666667,35.83333333,1.166666667,7.416666667,0,5,0,0,B,940,320,1122,25558.51064,1181.481482
Y,14256,60,0,1,V4W1H5,0,0,0,0,364.805,,68074.9775,,0,0,2.166666667,0,0,5.5,0,0,4,0,0,C,9240,3120,13164,28612.44589,3402.702703
Y,14257,31,0,1,V2X4Z5,1,1,1307.343333,4.97,1535.890833,26291.31,3562.001667,199851.6042,0,0,6.083333333,2.916666667,8.75,0.75,0,0,5.5,-1,-1,B,750,420,1739,32086.66667,3972.727273
Y,14330,44,0,1,V2R3X4,1,0,0,8354.235,15179.26417,,7711.268333,133575.5742,0,0,1.25,2.333333333,17.58333333,4.25,4.916666667,0,5.6,-1,1,B,12070,4080,16395,28209.27921,3466.356589
N,14447,47,0,1,V5Y2G7,1,0,1133.223333,0,10611.41083,,401.6466667,,0,0,3.5,22.08333333,31.58333333,5.333333333,0.083333333,0,4.5,1,4,D,600,320,1740,41695,5060
N,14589,32,0,1,V4W3T2,1,0,1311.815833,386.3225,2072.731667,,5.383333333,104085.0858,0,0,0.416666667,4.083333333,11.91666667,4.666666667,1.5,0,5,0,0,B,9240,3120,13164,28612.44589,3402.702703
N,14594,51,0,1,V5A2A3,1,1,103.4325,3182.593333,3745.638333,,1182.3875,68625.10917,0,0,4.75,9,14.25,5.416666667,1.916666667,0,5,0,0,C,590,270,1548,33469.49153,3763.265306
N,14607,31,0,1,V7H2Z5,1,1,2048.26,0,2254.7425,,2231.074167,137110.245,0,0,0,4.25,15.08333333,0.25,3.416666667,0,5,0,0,B,530,230,1242,38537.73585,3925
N,14608,52,1,0,V2X5V5,1,0,568.3433333,1850.059167,2419.9675,,7135.7475,,0,0,3.083333333,4,13.66666667,3,0,0,4,0,1,D,570,300,1150,33333.33333,1555.555556
Y,14610,62,0,1,V6M1C2,1,0,0,0,272.355,15363.21111,29217.24,,0,0,0.75,5.083333333,0,1.583333333,0,0,4.9,1,2,D,570,200,1174,42421.05263,10025.92593
N,14675,41,0,1,V3C1K8,1,0,1385.1225,3.42,1604.2775,,778.1058333,168900.62,0,0,0.583333333,2.916666667,3,3.083333333,0,0,5,0,0,C,600,280,1038,34206.66667,1430.434783
Y,14683,53,1,0,V6Y3V5,1,0,1010.698333,18190.7175,19372.16083,17701.62,1688.265833,96664.02333,0,0,0.916666667,6.083333333,10,2.666666667,2.583333333,0,5,0,-1,B,1190,520,2411,26002.52101,2867.857143
N,14687,35,1,0,V7E4N9,1,1,89.65583333,4.0775,375.8933333,,13438.1925,138784.6891,0,0,1.916666667,4.666666667,34.16666667,5.833333333,1,0,4.9,-1,4,C,750,330,1625,30060,3348.979592
N,14713,58,0,1,V5G1S6,0,0,0,0,196.595,,26694.94583,,0,0,2.5,0,0,1.25,0,0,4,0,0,C,530,180,694,23396.22642,1447.826087
Y,14737,62,0,1,V6R1G2,1,0,0,0,1835.9125,1492.463333,5623.024167,,0,0,0.25,5.5,0,3.75,7.583333333,0,4.6,-2,-4,D,370,200,1713,67394.5946,11046.875
N,14738,41,0,1,V5Y1Z1,1,0,359.0308333,0,430.4383333,,0,,0,0,0.166666667,0,0,0.083333333,0,0,4,0,0,E,680,360,2011,42302.94118,3306.060606
Y,14741,53,1,0,V6N1Y6,1,0,898.0941667,197.5125,1235.519167,,11581.15,246832.6275,1,0,4.833333333,2.166666667,10.83333333,0.416666667,4.916666667,0,4.1,1,1,B,500,160,1151,62094,11667.3913
Y,14773,44,0,1,V5J1K9,1,1,1937.095,295.6741667,2326.834167,1676.001111,1144.490833,,0,0,0.833333333,4.5,49.16666667,14.41666667,2.5,0,4.9,1,1,D,570,290,1265,34066.66667,3664.102564
N,14789,55,0,1,V4C2B3,0,0,0,0,66.6925,,26685.91583,,0,0,0.083333333,0,0,0.083333333,0,0,4,0,0,D,780,310,1343,30943.58974,1463.636364
N,14797,56,1,0,V5W2B5,1,1,5806.465833,8454.645,64784.21083,,0.705833333,335525.1258,0,0,7.833333333,0.166666667,22.33333333,5.916666667,6.75,0,5.2,-1,0,A,1000,280,1045,25553,3174.193548
Y,14815,36,0,1,V4W2W1,1,1,3033.895833,2.56,3637.9975,,17269.0525,,0,0,1.333333333,2.666666667,6.916666667,2.583333333,3.75,0,4.1,-1,0,D,9240,3120,13164,28612.44589,3402.702703
N,14824,36,1,0,V3W2L5,1,0,0,0,67.8225,,831.4858333,,0,0,0,0.5,1.916666667,0.416666667,0,0,4,0,0,D,960,300,1237,26670.83333,1567.741936
N,14828,57,0,1,V6R1N8,1,0,8088.573333,90.63916667,12542.04667,,375.0533333,,0,0,3.5,2.166666667,0.5,3.333333333,0,0,4.4,0,-2,D,620,290,1734,46235.48387,4903.125
N,14848,44,0,1,V7J1T8,1,0,17730.95083,0,18249.87333,,0,71845.60833,0,0,0.5,0.416666667,0.166666667,1.666666667,0,0,5,0,0,B,280,140,819,41564.28571,7320
N,14855,41,0,1,V5B1J5,1,0,0,0,623.1858333,,7253.515,,0,0,1.083333333,0,0,0,0,0,4,0,0,D,630,280,1928,40936.50794,6027.659575
Y,14868,47,1,0,V5A1P9,1,1,5886.625833,3777.9125,10515.32417,,25.48416667,243212.3425,0,0,1,9.916666667,21.08333333,3.166666667,20.91666667,0,6,0,0,B,640,340,1542,30675,3365.384615
N,14873,38,0,1,V3E3N2,1,0,24.60583333,101.585,208.5133333,,15.015,,0,0,0.25,0.25,0.083333333,0,0,0,4,0,0,E,13940,6000,29947,35419.65567,3462.994012
Y,14908,45,0,1,V2X3J7,1,1,326.7,401.38,772.7691667,24167.2375,2075.849091,,1,0,1.083333333,19.16666667,69.83333333,3.916666667,13.33333333,0,4.4,1,2,B,760,520,2424,30334.21053,1511.111111
Y,14934,37,0,1,V3R3C9,1,1,4121.986667,4033.643333,39339.58083,,0,181202.9292,0,0,1.916666667,0.333333333,2.166666667,1.833333333,1.666666667,0,6.7,-1,-13,A,620,160,587,29229.03226,2210.344828
N,14962,50,0,1,V2B7B7,1,0,0,1.185833333,54.905,5216.085833,5477.587143,,0,0,0.5,0.666666667,0,0,0,0,4,-2,-2,D,540,190,574,26968.51852,2930
N,14968,32,0,1,V3V3C8,1,0,85.59083333,0.5975,323.0175,15351.52,4252.53,292252.5267,0,0,6.916666667,7.25,14.5,1,1.833333333,0.166666667,4.2,-2,2,A,450,140,645,24731.11111,1794.117647
Y,14974,36,0,1,V3W6L5,0,0,31973.86833,17217.01917,49406.57,,364.6,,1,0,5.166666667,0,0,2.75,0,0,3.1,1,8,D,830,240,1064,21367.46988,1526.923077
Y,14979,42,0,1,V2R2V4,1,1,1166.458333,5.976666667,1454.1625,20426.08083,0,159595.7942,0,0,0.416666667,6.5,27.16666667,9,7.583333333,0,6,0,0,A,12070,4080,16395,28209.27921,3466.356589
N,14980,50,0,1,V3R8B2,1,0,572.0666667,21.24666667,704.1808333,,4736.43,143161.3533,0,0,10.5,10.91666667,34.75,1.666666667,0,0,5,0,-1,A,740,260,823,27609.45946,1971.428571
Y,15021,52,1,0,V6K4R2,0,1,1828.3975,0,1936.425,6695.986667,317.4508333,,0,0,5.083333333,0,0,7.416666667,2,0,4.9,1,2,D,660,400,2381,47659.09091,9009.52381
Y,15040,49,1,0,V6K1V4,1,1,2235.201667,4722.4025,11111.515,,887.095,,0,0,7.083333333,5.5,2.083333333,5.5,5.166666667,0,4.8,0,1,D,590,290,1671,47601.69492,6555.882353
Y,15042,38,1,0,V3E3J6,1,0,46.80916667,31.00333333,200.6741667,31259.76417,3599.726667,121543.2667,0,0,0.333333333,9.833333333,0,9.916666667,0.166666667,0,6,0,-1,A,13940,6000,29947,35419.65567,3462.994012
Y,15094,44,0,1,V7R4G5,0,0,471.82,0,3571.814167,3428.826667,9118.283333,,0,0,3.5,0,0,0.166666667,2.25,0,5.6,1,1,D,540,250,1665,49235.18519,6395.652174
N,15114,38,0,1,V5J1N8,1,1,3739.99,583.3333333,4842.8575,,6347.039167,404446.4917,0,0,1.5,23,13.58333333,29.5,4.583333333,0,5,0,0,A,690,260,1421,27739.13044,3564.705882
Y,15136,43,0,1,V3V5M2,1,0,186.1341667,475.7441667,8197.6325,6309.235,876.7191667,164361.8217,0,0,5.916666667,2.583333333,19,4.833333333,0,0,7,0,-1,A,750,250,962,26081.33333,1742.307692
N,15178,44,0,1,V2T3V3,1,0,5729.835833,0,9193.99,7473.810833,0,150714.656,0,0,0.5,14.16666667,51.58333333,6.75,0,0,6,-2,-2,A,620,210,743,26225.80645,2520.689655
N,15190,35,0,1,V3H5E9,1,0,3571.8825,252.3958333,4094.713333,16810.11,932.8533333,,0,0,0.416666667,8.333333333,75.25,6.5,8.166666667,0,4.1,-1,-1,B,690,310,1955,48931.88406,5169.69697
N,15224,56,0,1,V8Z5H5,1,1,1566.578333,6106.784167,11188.66583,,5014.268333,,0,0,2,6.083333333,0,26.08333333,0,0,4.4,1,2,C,690,310,1337,33337.68116,2203.125
Y,15250,37,1,0,V7M1H5,1,1,1818.623333,1382.003333,3264.859167,25215.83417,368.2891667,,0,0,1.166666667,7.5,63.08333333,3.166666667,6.583333333,0,5,0,-3,C,1230,330,1415,29803.25203,1812.195122
Y,15275,32,0,1,V2X3J4,1,1,11231.05167,353.0533333,11653.775,,69.35833333,,0,0,1.75,8.5,28.66666667,1,0.666666667,0,4,0,0,D,580,90,342,29884.48276,2389.285714
N,15281,57,1,0,V3B7N4,0,0,714.8625,0,794.1625,,0,85163.65167,0,0,0.25,0,0,0,0,0,5,0,0,B,780,390,1832,33747.4359,2347.058824
Y,15347,61,0,1,V5A1G9,1,0,20153.98167,622.3208333,21315.2625,,0,,0,0,0.583333333,2.333333333,2.666666667,1.666666667,4.166666667,0,4,0,0,D,640,330,1625,34203.125,7168.627451
Y,15351,47,1,0,V3C1C5,1,1,3389.939167,6151.351667,9663.963333,,213.6825,,0,0,1.916666667,7.416666667,0,7.333333333,0.916666667,0,4,0,1,D,1030,460,2221,39440.7767,3367.241379
Y,15387,39,0,1,V6H1B8,1,0,0,19.25416667,71.30416667,890.4285714,1565.593333,,0,0,0.5,27.75,16.5,0.833333333,0,0.083333333,4.5,-1,-1,D,820,500,3094,50337.80488,4575
N,15404,50,0,1,V6K2S8,1,0,56.245,0,156.1216667,,0,,0,0,0.166666667,0,0,0,0,0,4,0,0,E,700,360,2189,43761.42857,4670.731707
Y,15428,47,0,1,V5A1H9,1,0,3416.999167,186.0325,5254.589167,1726.445833,337.1533333,,0,0,1.25,8.833333333,5.333333333,4,0.166666667,0,6,0,2,D,730,360,1690,32078.08219,3205.084746
N,15433,45,1,0,V6G1J3,1,0,0,0,53.2175,,802.06,,0,0,0.75,1.75,1.666666667,0,0,0,4,0,0,D,400,190,811,38797.5,6911.111111
N,15571,48,0,1,V5L3A1,1,0,249.1625,129.3825,429.4858333,,0,,0,0,1.833333333,6.5,1,2.083333333,0,0,4,0,0,E,580,230,1008,28093.10345,0
Y,15587,43,1,0,V3B7R1,1,1,1139.473333,138.44,1349.685833,3142.255,3951.693333,,1,0,3.666666667,7.916666667,41.66666667,2.333333333,0.583333333,0,4.4,2,1,D,900,400,1804,31255.55556,4391.549296
N,15591,59,1,0,V3K6W6,1,1,0,0,117.85,2546.63125,26683.95917,49664.08583,0,0,7.166666667,0.083333333,3.666666667,2.416666667,0,0,5.8,1,0,C,750,320,1241,32108,2148.571429
N,15648,51,0,1,V4P2M4,0,0,1390.239167,0,2066.354167,,42654.0175,339141.5967,0,0,0.25,0,0,0,0,0,5,0,-2,A,4770,2340,14865,46565.82809,7386.827957
Y,15686,31,1,0,V6G1H5,1,1,663.3841667,401.755,1136.611667,,0,,0,0,1,8.25,17.33333333,1.333333333,4.416666667,0,4,0,0,D,390,170,985,35102.5641,5826.086957
N,15734,64,1,0,V5S4T1,1,0,0,0,50.36333333,,826.7725,,0,0,0.666666667,0.833333333,0.083333333,0.166666667,0,0,4,0,0,D,860,450,2128,37783.72093,2128.571429
N,15767,57,0,1,V2X6P9,1,0,0,0,52.97,,382.3683333,,0,0,0.083333333,1.25,0.333333333,0.166666667,0,0,4,0,0,D,540,300,1208,30707.40741,2757.142857
N,15801,42,1,0,V7T2C1,1,1,0,34.87333333,89.11833333,,4621.97,,0,0,12.5,4.833333333,10.08333333,7,0,0,4,0,0,D,430,200,1516,48637.2093,6618.75
N,15818,66,1,0,V2S8E1,1,0,437.8841667,64.16416667,567.0033333,,0,58922.51583,0,0,0.333333333,0.916666667,0.583333333,0,0,0,5,0,0,C,650,180,716,26527.69231,2065.517241
N,15839,56,1,0,V8L5A9,1,0,0,2280.7325,2735.31,,9655.658333,,0,0,1.916666667,0,6.333333333,10.33333333,0,0,4,0,0,D,560,260,1484,40062.5,5987.755102
Y,15906,55,1,0,V7P1X9,1,0,817.3591667,3310.505833,4293.775,,27669.96,232513.8083,0,0,0.166666667,4.583333333,28.08333333,6.25,7.75,0,5,0,0,A,670,280,1202,26934.32836,3915.217391
N,15907,47,0,1,V6B2S2,1,0,60.43166667,0,109.1808333,,642.2025,,0,0,0.583333333,0.333333333,0,0.166666667,0,0,4,0,0,E,160,80,659,50000,8200
N,15908,47,0,1,V2T3V6,1,1,1618.500833,0.53,1758.1075,12149.78667,1734.6325,104132.5642,0,0,0.333333333,7.333333333,52.16666667,5.333333333,7.25,0,5.2,-1,-1,B,620,210,743,26225.80645,2520.689655
Y,15918,38,0,1,V5N5R6,1,1,0,3.83,70.785,,3809.6175,,0,0,0.166666667,15.25,6.083333333,1.333333333,0.5,0,4,0,0,D,940,360,1376,26831.91489,2815.384615
N,15953,54,0,1,V7X1A2,1,1,9428.489167,0,12630.90917,,0,,0,0,0.833333333,3.25,0,1.333333333,1.166666667,0,5,0,0,D,11090,,,67859.60325,15139.31145
Y,15974,57,0,1,V3M2M7,1,1,4166.716667,50,4590.139167,,143.385,69900.6275,0,0,1.5,0.333333333,9.666666667,2.083333333,0,0,5,0,0,C,690,280,920,30755.07246,4795.774648
N,15988,41,0,1,V1C6M7,0,0,1799.712222,5020.746667,5266.256667,,4926.383333,91728.49333,0,0,0.416666667,5.25,70.5,6.333333333,10.75,0,3.8,-4,-4,C,890,410,2102,38164.04494,5942.553192
Y,15998,45,0,1,V5L3B6,1,0,108.8358333,2344.640833,8643.828333,,721.3183333,261798.8317,0,0,1.916666667,0,0,0.916666667,0,0,6,0,-1,B,700,270,1188,27992.85714,2454.054054
Y,16020,55,0,1,V3V4B6,1,0,1346.573333,1250.244167,2723.2075,,2109.046667,,0,0,3.916666667,7.416666667,28.91666667,2.666666667,5.583333333,0,4,0,0,D,170,50,185,25694.11765,2100
N,16082,42,0,1,V3N5A4,1,0,5334.265,224.5166667,9653.148333,432.8525,0,,0,0,0.333333333,0.083333333,0,0.083333333,0,0,4.3,-2,-4,D,940,,,35311.70213,2848.529412
Y,16094,38,1,0,V6J2A1,1,1,315.2425,0.911666667,508.4383333,3020.282,56.60666667,,0,0,0.25,6.083333333,32.25,1.666666667,5.75,0,5,-2,-2,D,630,340,1920,42731.74603,3911.764706
Y,16116,33,1,0,V6A1C2,1,1,1351.550833,292.5616667,5080.77,,96.28833333,,0,0,1.666666667,8,10.66666667,1.75,0,0,5,0,-1,D,280,120,838,40714.28571,4066.666667
Y,16121,42,0,1,V3V0H8,1,0,0.4025,0,135.3016667,,34.39666667,,0,0,0.416666667,0,0,0,0,0,4,0,0,E,,,,,
Y,16130,65,0,1,V5P1T8,1,0,17.18416667,112.9375,515.8166667,,136.2683333,,0,0,2,0.166666667,0,0,0,0,4,0,0,E,950,410,1654,20696.84211,4422.972973
Y,16204,54,0,1,V4C5Z5,1,1,31.29083333,2.651666667,114.235,748.712,318.3508333,,0,0,0.25,6.416666667,26.91666667,4.333333333,6.75,0,4.3,-1,-1,D,850,280,988,27120,1421.428571
N,16210,55,0,1,V4E2R6,0,0,0,0,80.46166667,,8017.2475,218620.8967,0,0,2.5,0,0,0,0,0,5,0,0,A,650,320,1934,39767.69231,2823.684211
N,16264,69,1,0,V5G3K2,1,0,2014.065,2771.569167,4905.051667,,0,,0,0,0,2.75,9.75,2.666666667,7.083333333,0,4,0,0,D,410,180,848,35319.5122,3826.470588
N,16265,58,1,0,V7A2M2,0,0,0,0,412.9675,,57243.83583,53908.14917,0,0,1,0,0,3.083333333,0,0,5,0,0,B,890,400,1859,33088.76405,2655.555556
Y,16275,37,0,1,V5C3A4,1,1,1960.2025,0,3727.271667,,3507.968333,227554.6078,0,1,0.666666667,10.58333333,46.75,11.08333333,3.166666667,0,5.3,1,1,D,970,480,2236,27364.94845,3107.594937
Y,16321,44,1,0,V3W0M5,1,1,6882.804167,0,7353.109167,4588.113333,0,,0,0,1.083333333,3.833333333,27.5,5,0,0,4.9,0,1,D,800,340,1447,29170,3703.076923
N,16360,53,1,0,V7J3N4,0,0,0.614166667,0,84.18833333,,1256.398333,159602.2233,0,0,2.083333333,0,0,1.833333333,0,0,4.1,-1,-1,A,630,250,1301,31353.96825,3128.571429
N,16383,41,0,1,V4W3A7,0,0,621.4758333,2929.685833,3683.566667,10404.165,9097.528333,153868.2517,1,0,12.83333333,0,0,0.583333333,0,0,5.6,1,3,A,9240,3120,13164,28612.44589,3402.702703
N,16394,40,0,1,V2S7L6,1,0,997.7716667,117.9025,1236.41,5553.935833,691.3891667,98572.90667,0,0,12.33333333,15.5,33.58333333,0,0,0.083333333,6,0,0,A,820,100,310,25356.09756,2012.5
Y,16410,48,0,1,V4P1R3,1,1,5697.835,730.6858333,7210.680833,,0,,0,0,0.416666667,8.083333333,2.666666667,2.75,8.25,0,4,0,0,D,780,320,2116,52410.25641,5392.1875
N,16430,55,1,0,V3C1B6,1,0,155.8766667,0,435.5966667,,0,,0,0,0.166666667,0,0,0,0,0,4,0,0,E,1030,460,2221,39440.7767,3367.241379
N,16432,44,0,1,V4R2E5,1,1,935.2458333,0,988.6991667,7124.38,0,155993.9925,0,0,1.166666667,7.75,58.25,1.166666667,6.416666667,0,5.1,-1,-1,A,480,,,33354.16667,1375
N,16440,41,1,0,V2R5L1,1,1,2780.410833,1027.171667,3879.2575,,0,19914.748,0,0,0.416666667,2.75,8.166666667,0.916666667,0.166666667,0,4.3,-1,-1,D,2700,890,3770,29513.33333,2806.060606
Y,16445,46,0,1,V4C2N5,1,0,228.5933333,0.205833333,5341.456667,17581.82583,8720.228333,119194.0408,0,0,0.666666667,16.83333333,59.16666667,2.583333333,6.5,0,6.1,-1,-4,A,1090,450,1950,32701.83486,2636.956522
N,16458,42,0,1,V4N4V6,1,1,3356.49,1772.870833,5193.635833,2092.604444,27.06,,0,0,4.083333333,1.416666667,32.83333333,6.75,2.416666667,0,4.9,1,1,D,16030,6230,30666,32509.5446,3150.875146
N,16467,60,0,1,V3M6J4,1,1,9028.415,4892.213333,50113.05583,,0,,0,0,2.25,4.5,4.916666667,4.583333333,0,0,5,0,2,D,810,,,29448.14815,12387.09677
Y,16492,49,0,1,V5V2T7,1,0,0,7945.7625,13059.885,18257.32,2898.668333,,0,0,4.166666667,3.5,34.75,4.583333333,0,0,5.2,1,1,D,880,350,1340,25834.09091,2168.421053
Y,16496,47,1,0,V3S8S4,1,1,0,5495.93,5568.8625,,40302.12917,127283.4275,0,0,0.416666667,6.25,40.41666667,1.666666667,10.5,0,5,0,0,C,38210,14860,68798,34921.48652,3671.284352
Y,16525,47,0,1,V3R9W4,1,0,539.0916667,0,52611.1825,25746.07,35414.80083,336557.6033,0,0,5.083333333,1.416666667,2.666666667,8.916666667,0.666666667,0,6.2,-1,-7,A,390,230,937,28076.92308,2643.75
N,16559,53,0,1,V3J6C3,1,1,811.205,24.5725,1358.165,,21766.1625,,0,0,0.416666667,4.5,28.91666667,5,0,0,4,0,0,C,660,300,2198,39845.45455,3917.948718
Y,16566,60,1,0,V3H1G5,1,0,1861.928333,1971.3025,13218.56083,4861.7375,1262.259167,,0,0,5.583333333,0.333333333,8.75,2.083333333,0,0,6,0,-2,D,600,300,1391,39138.33333,3392.307692
Y,16577,34,1,0,V7L2H7,1,0,511.36,6937.304167,7832.006667,10477.78667,5926.228333,234391.51,0,0,2,8.75,38.25,6.833333333,11,0,6,0,0,B,630,,,38531.74603,3635.897436
N,16610,29,0,1,V7L1J1,1,0,1785.676667,3.56,1902.549167,,238.5683333,,0,0,4.833333333,3.5,1.75,1.666666667,0,0,4,0,0,D,1140,370,1644,28526.31579,3708.108108
Y,16624,44,1,0,V5L3L6,1,1,510.0208333,2014.631667,3334.289167,797.1491667,2388.224167,,0,0,2.25,1.916666667,2.083333333,1.666666667,4.833333333,0.083333333,5.4,-1,-4,D,480,150,557,23650,2788.888889
Y,16640,52,0,1,V5L2J4,1,0,499,0,586.3925,,0,,0,0,4.5,0.166666667,0,3.333333333,3.583333333,0,4,0,0,D,1080,400,1549,23753.7037,2751.020408
N,16665,51,1,0,V3B7R2,1,0,0,1867.3225,1939.4125,,4274.830833,74421.03,0,0,2.25,9.25,12.08333333,2.833333333,0,0.166666667,5,0,0,C,910,330,1140,29349.45055,1335.483871
N,16709,65,1,0,V3H4W6,1,0,6658.9275,536.3916667,7713.505833,,48125,,0,0,3.333333333,0.166666667,0,7.75,8.416666667,0,4,0,-1,C,13550,6090,29594,38106.71587,3164.860681
N,16723,38,1,0,V7M1J2,1,1,1061.111667,1223.573333,2361.3875,,2534.655833,,0,0,1.833333333,9.666666667,34.58333333,9.416666667,0.333333333,0,4,0,2,D,590,90,634,25627.11864,2652.631579
Y,16726,25,0,1,V3V1E7,1,0,3369.05,0,3465.38,,638.5872727,135325.4367,1,0,4.083333333,2.5,0.25,2.333333333,0,0,5,0,3,B,950,280,1053,21815.78947,981.25
N,16736,66,1,0,V7T1L5,1,0,8895.058333,59.945,18213.9275,,0,,0,0,7.583333333,2.333333333,0,8.083333333,0,0,5,0,4,D,330,150,1689,49469.69697,9546.666667
Y,16778,33,1,0,V3B7L5,1,1,173.7675,1.56,286.3175,,311.3441667,100954.8792,0,0,0.75,6.5,48.91666667,5.25,6.25,0,5,0,0,C,620,230,920,24814.51613,4596
Y,16780,47,1,0,V6G1N1,1,1,89.73583333,0.35,211.6333333,17765.5675,10879.23083,210907.6125,0,0,0.583333333,1.416666667,0.5,2.166666667,5,0,6,0,0,A,420,190,798,32571.42857,3540.909091
Y,16801,40,0,1,V3R8A3,1,0,1150.123333,1590.684167,2872.7225,,78.185,,0,0,1.083333333,10.16666667,18.58333333,0.583333333,1.333333333,0,4,0,0,D,1050,350,1297,28246.66667,1624.324324
Y,16814,58,1,0,V7V1N1,1,1,4695.204167,3567.643333,8473.04,,0,77717.7825,0,0,0.583333333,1.583333333,0,4.833333333,0.75,0,5,0,0,B,360,160,1278,91438.88889,17655.88235
N,16844,44,0,1,V3Y1V4,1,0,0,0,102.3475,3722.343333,5094.885833,,0,0,0.5,0.25,0,0,0,0,4.1,-1,-3,D,7610,3030,12833,32986.72799,2277.022654
N,16962,65,0,1,V7J1N9,1,0,2264.150833,6614.833333,9107.034167,,0,,0,0,0.333333333,0.5,0,2.75,2.583333333,0,4,0,0,D,630,250,1301,31353.96825,3128.571429
Y,17032,49,1,0,V7E5J6,0,0,0,0,1063.085,,179967.6517,139499.0392,0,0,4.416666667,0,0,5.083333333,0,0,5,0,0,A,710,300,1643,32036.61972,6086.111111
N,17062,41,1,0,V5K5G9,1,0,0,0,21120.64833,,24964.83667,,0,0,2,0,0,0.083333333,0,0,5,0,0,C,1040,440,1569,27063.46154,1509.803922
Y,17083,43,1,0,V3B7P8,1,1,5016.681667,4724.77,18178.435,,2277.2225,66444.41833,0,0,8.25,3.166666667,19.25,6.333333333,4.833333333,0.083333333,5.4,-1,-1,C,910,330,1140,29349.45055,1335.483871
Y,17089,45,0,1,V6K4M7,1,0,107.5683333,0,5222.266667,7580.884167,2909.456667,67721.91583,0,0,3.75,7.083333333,9,1.416666667,0.333333333,0.25,7,0,0,C,720,380,2210,44526.38889,12241.17647
Y,17097,53,1,0,V8S1R1,1,1,2607.840833,2335.259167,5132.7725,,24029.5,,0,0,2.333333333,0,10.5,7.416666667,0,0,4,0,0,C,510,240,1156,38229.41177,5044.117647
Y,17104,54,0,1,V5B1T5,1,1,3253.11,0.27,24899.83083,,71456.4525,456165.4275,0,0,2,1.583333333,1.083333333,3.416666667,10.66666667,0,6,0,3,A,730,300,1492,27890.41096,2982.051282
Y,17110,52,1,0,V7A1V6,1,0,0,2688.07,2797.5125,,0,,0,0,0.5,0,0,0,0,0,4,0,0,D,570,240,1198,27342.10526,4303.389831
Y,17111,40,0,1,V6A3G8,1,1,2591.8425,0,2742.165,,0,166216.8767,0,0,0.25,4.666666667,1.666666667,3.416666667,1.583333333,0,5,0,0,D,320,140,476,23625,3000
N,17128,53,1,0,V7V1B9,1,1,2544.605,1883.6275,4503.215,4238.857273,25.30916667,,0,0,1.333333333,1.833333333,5,7.666666667,0,0,5,0,1,D,440,180,1374,33397.72727,9613.333333
N,17147,37,1,0,V5V3K2,1,1,84.08666667,137.5675,292.6016667,,212.1608333,,0,0,0.166666667,2.916666667,3.333333333,3.333333333,0.833333333,0,4,0,-1,D,700,320,1493,32880,2709.090909
Y,17193,48,1,0,V5W3J5,1,1,333.3716667,3274.369167,3701.438333,7365.135833,2889.254167,152356.2567,0,0,3.5,0.166666667,0.333333333,0.416666667,0,0,6,0,0,A,580,260,1000,23312.06897,3367.5
N,17196,44,0,1,V4W1R3,0,0,387.0816667,0,511.2866667,,250.5733333,,0,0,0.25,0,0,0,0,0,4,0,0,D,560,190,1165,34475,5571.428571
N,17198,42,1,0,V5L3J9,1,1,254.9566667,215.7491667,541.0583333,,2896.845,,0,0,0.166666667,15,34.08333333,3,0,0,4,0,0,D,480,150,557,23650,2788.888889
Y,17199,58,1,0,V3J7K1,1,0,10058.67583,0.04,24260.45333,,0,58226.2025,0,0,2.5,3.25,0,2.833333333,4.583333333,0,6,0,-1,B,720,330,1431,32761.11111,1563.333333
N,17223,57,0,1,V2R1P8,1,0,292.7866667,23.57916667,3687.4375,8609.086667,601.8558333,116197.0742,0,0,11.41666667,5.666666667,40.08333333,4.333333333,0,0,6.6,-1,-2,B,12070,4080,16395,28209.27921,3466.356589
Y,17257,42,0,1,V5K3J6,1,0,2917.609167,473.9575,3538.246667,,987.1575,,0,0,2,12.75,1.666666667,7.416666667,0,0,4,0,0,D,900,430,1801,28682.22222,2977.777778
Y,17292,46,1,0,V3B6W1,1,0,0,0,1349.000833,,7310.150833,,0,0,1.75,2.083333333,1.083333333,0.166666667,0,0,4.9,-1,-1,D,550,200,778,26761.81818,2303.448276
N,17306,39,0,1,V3A3N1,1,1,2931.455,0,6321.771667,,0,,0,0,0.5,5.666666667,13.25,2.583333333,2.25,0,4.7,-1,-4,D,460,180,758,29558.69565,4296.666667
Y,17354,56,0,1,V7S2P6,1,0,1060.61,0,29932.94083,,11844.395,495135.6858,0,0,1.75,2.416666667,0.916666667,5.5,0,0,5.5,1,1,A,280,130,977,40314.28571,16190
